#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NPY	OPRM1	9606.ENSP00000384364	9606.ENSP00000394624	0	0	0	0	0	0	0.500	0.570	0.775
NR1H2	SREBF1	9606.ENSP00000499121	9606.ENSP00000348069	0	0	0	0	0.049	0.292	0.500	0.696	0.884
NR1H2	SREBF2	9606.ENSP00000499121	9606.ENSP00000354476	0	0	0	0	0.047	0	0	0.820	0.821
NR1H2	RXRA	9606.ENSP00000499121	9606.ENSP00000419692	0	0	0	0.688	0.110	0.909	0.900	0.827	0.998
NR1H2	NR1H3	9606.ENSP00000499121	9606.ENSP00000477707	0	0	0.060	0.959	0	0	0.900	0.171	0.915
NR1H3	PPARG	9606.ENSP00000477707	9606.ENSP00000287820	0	0	0	0.703	0.123	0.405	0	0.763	0.865
NR1H3	SREBF1	9606.ENSP00000477707	9606.ENSP00000348069	0	0	0	0	0.042	0.292	0.500	0.908	0.964
NR1H3	SREBF2	9606.ENSP00000477707	9606.ENSP00000354476	0	0	0	0	0	0	0	0.887	0.887
NR1H3	SCD	9606.ENSP00000477707	9606.ENSP00000359380	0	0	0	0	0.072	0	0.500	0.517	0.756
NR1H3	PPARA	9606.ENSP00000477707	9606.ENSP00000385523	0	0	0	0.708	0.042	0.739	0	0.488	0.860
NR1H3	RXRA	9606.ENSP00000477707	9606.ENSP00000419692	0	0	0	0.678	0.110	0.986	0.900	0.812	0.999
NR1H4	SLC10A2	9606.ENSP00000447149	9606.ENSP00000245312	0	0	0	0	0.155	0	0	0.902	0.914
NR1H4	SREBF1	9606.ENSP00000447149	9606.ENSP00000348069	0	0	0	0	0	0	0	0.834	0.834
NR1H4	SREBF2	9606.ENSP00000447149	9606.ENSP00000354476	0	0	0	0	0	0.292	0	0.749	0.814
NR1H4	RXRA	9606.ENSP00000447149	9606.ENSP00000419692	0	0	0	0.663	0.103	0.973	0.500	0.987	0.999
NR3C1	SERPINA6	9606.ENSP00000231509	9606.ENSP00000342850	0	0	0	0	0	0.045	0	0.725	0.726
NR3C1	PGR	9606.ENSP00000231509	9606.ENSP00000325120	0	0	0	0.833	0	0	0.500	0.488	0.733
NR3C1	TNF	9606.ENSP00000231509	9606.ENSP00000398698	0	0	0	0	0.086	0	0	0.733	0.745
NR3C1	RUNX2	9606.ENSP00000231509	9606.ENSP00000360493	0	0	0	0	0.087	0.071	0.750	0.280	0.827
NR3C1	RELA	9606.ENSP00000231509	9606.ENSP00000384273	0	0	0	0	0.054	0.739	0	0.443	0.850
NR3C1	NTRK2	9606.ENSP00000231509	9606.ENSP00000277120	0	0	0	0	0	0.314	0	0.867	0.905
NR3C1	NR3C2	9606.ENSP00000231509	9606.ENSP00000350815	0	0	0.075	0.856	0.044	0.510	0.500	0.725	0.929
NR3C2	PGR	9606.ENSP00000350815	9606.ENSP00000325120	0	0	0	0.803	0	0	0.500	0.440	0.708
NTRK2	PIK3R1	9606.ENSP00000277120	9606.ENSP00000428056	0	0	0	0	0.067	0.360	0.500	0.236	0.741
NTRK2	SRC	9606.ENSP00000277120	9606.ENSP00000362680	0	0	0	0.696	0	0	0.750	0.182	0.786
OPRD1	OPRM1	9606.ENSP00000234961	9606.ENSP00000394624	0	0	0.052	0.961	0.121	0.516	0.900	0.319	0.967
OPRM1	SLC6A3	9606.ENSP00000394624	9606.ENSP00000270349	0	0	0	0	0.136	0	0	0.671	0.704
OPRM1	SIGMAR1	9606.ENSP00000394624	9606.ENSP00000277010	0	0	0	0	0	0.292	0	0.736	0.805
OPRM1	TACR1	9606.ENSP00000394624	9606.ENSP00000303522	0	0	0	0.667	0.103	0.098	0	0.707	0.742
OPRM1	TRPV1	9606.ENSP00000394624	9606.ENSP00000459962	0	0	0	0	0.059	0.045	0	0.712	0.718
P2RY12	SELP	9606.ENSP00000307259	9606.ENSP00000263686	0	0	0	0	0.086	0	0	0.819	0.827
P4HA3	P4HB	9606.ENSP00000401749	9606.ENSP00000327801	0	0	0	0	0.059	0.377	0.500	0.940	0.980
PARP1	SIRT1	9606.ENSP00000355759	9606.ENSP00000212015	0	0	0	0	0.055	0.510	0	0.691	0.844
PARP1	TNKS	9606.ENSP00000355759	9606.ENSP00000311579	0	0	0	0	0.094	0.046	0	0.821	0.831
PARP1	PGR	9606.ENSP00000355759	9606.ENSP00000325120	0	0	0	0	0.092	0.309	0	0.577	0.711
PARP1	TDP1	9606.ENSP00000355759	9606.ENSP00000337353	0	0	0	0	0.068	0.198	0	0.889	0.909
PARP1	RAD52	9606.ENSP00000355759	9606.ENSP00000351284	0	0	0	0	0	0	0.400	0.531	0.706
PARP1	TOP1	9606.ENSP00000355759	9606.ENSP00000354522	0	0	0	0	0.060	0.628	0	0.831	0.936
PARP1	TNF	9606.ENSP00000355759	9606.ENSP00000398698	0	0	0	0	0	0	0	0.735	0.735
PARP1	TOP2A	9606.ENSP00000355759	9606.ENSP00000411532	0	0	0	0	0.174	0.434	0	0.492	0.742
PARP1	TNKS2	9606.ENSP00000355759	9606.ENSP00000360689	0	0	0	0	0.094	0.046	0	0.770	0.784
PARP1	PARP14	9606.ENSP00000355759	9606.ENSP00000418194	0	0	0	0	0.069	0	0	0.786	0.793
PARP1	RELA	9606.ENSP00000355759	9606.ENSP00000384273	0	0	0	0	0.049	0.697	0	0.655	0.891
PDE10A	PDE7A	9606.ENSP00000355847	9606.ENSP00000385632	0	0	0	0.611	0.067	0.109	0.400	0.542	0.741
PDGFA	PIK3CA	9606.ENSP00000346508	9606.ENSP00000263967	0	0	0	0	0	0	0.400	0.573	0.733
PFKFB3	PKM	9606.ENSP00000492001	9606.ENSP00000320171	0.045	0	0	0	0.067	0	0	0.752	0.760
PFKFB3	SLC2A1	9606.ENSP00000492001	9606.ENSP00000416293	0	0	0	0	0.083	0	0.159	0.722	0.767
PGR	PIK3CA	9606.ENSP00000325120	9606.ENSP00000263967	0	0	0	0	0.060	0	0.900	0.626	0.961
PGR	RELA	9606.ENSP00000325120	9606.ENSP00000384273	0	0	0	0	0	0.298	0	0.593	0.702
PGR	PIK3R1	9606.ENSP00000325120	9606.ENSP00000428056	0	0	0	0	0	0.065	0.900	0.322	0.931
PGR	SRC	9606.ENSP00000325120	9606.ENSP00000362680	0	0	0	0	0	0.629	0	0.837	0.937
PIK3CA	PLCB3	9606.ENSP00000263967	9606.ENSP00000443631	0	0	0	0	0.059	0	0.650	0.178	0.705
PIK3CA	TYK2	9606.ENSP00000263967	9606.ENSP00000431885	0	0	0	0	0.055	0.069	0.650	0.215	0.726
PIK3CA	RAC1	9606.ENSP00000263967	9606.ENSP00000348461	0	0	0	0	0.105	0.463	0.400	0.226	0.747
PIK3CA	TLR4	9606.ENSP00000263967	9606.ENSP00000363089	0	0	0	0	0.080	0.086	0.900	0.246	0.928
PIK3CA	SYK	9606.ENSP00000263967	9606.ENSP00000364898	0	0	0	0	0	0.069	0.900	0.364	0.935
PIK3CA	PTK2	9606.ENSP00000263967	9606.ENSP00000341189	0	0	0	0	0.090	0.512	0.900	0.410	0.970
PIK3CA	SRC	9606.ENSP00000263967	9606.ENSP00000362680	0	0	0	0	0.050	0.069	0.900	0.846	0.984
PIK3CA	PIK3CG	9606.ENSP00000263967	9606.ENSP00000419260	0	0	0	0.808	0.078	0.045	0.900	0.973	0.997
PIK3CA	PIK3R1	9606.ENSP00000263967	9606.ENSP00000428056	0	0	0	0	0.156	0.997	0.967	0.998	0.999
PIK3CG	PTK2	9606.ENSP00000419260	9606.ENSP00000341189	0	0	0	0	0.067	0.045	0.900	0.295	0.928
PIK3CG	SRC	9606.ENSP00000419260	9606.ENSP00000362680	0	0	0	0	0	0.069	0.900	0.672	0.966
PIK3CG	SYK	9606.ENSP00000419260	9606.ENSP00000364898	0	0	0	0	0.140	0.312	0.500	0.648	0.882
PIK3CG	PLCB3	9606.ENSP00000419260	9606.ENSP00000443631	0	0	0	0	0.109	0	0.650	0.322	0.770
PIK3CG	PIK3R1	9606.ENSP00000419260	9606.ENSP00000428056	0	0	0	0	0.055	0.492	0.914	0.987	0.999
PIK3R1	XBP1	9606.ENSP00000428056	9606.ENSP00000216037	0	0	0	0	0	0	0	0.802	0.802
PIK3R1	PTK2	9606.ENSP00000428056	9606.ENSP00000341189	0	0	0	0	0.042	0.785	0.900	0.489	0.988
PIK3R1	RAC1	9606.ENSP00000428056	9606.ENSP00000348461	0	0	0	0	0.042	0.610	0.400	0.189	0.794
PIK3R1	SRC	9606.ENSP00000428056	9606.ENSP00000362680	0	0	0	0	0.054	0.880	0.900	0.847	0.998
PIK3R1	TLR4	9606.ENSP00000428056	9606.ENSP00000363089	0	0	0	0	0.062	0	0.900	0.271	0.925
PIK3R1	SYK	9606.ENSP00000428056	9606.ENSP00000364898	0	0	0	0	0.050	0.536	0.900	0.605	0.980
PIK3R1	SPP1	9606.ENSP00000428056	9606.ENSP00000378517	0	0	0	0	0	0.371	0	0.654	0.773
PIK3R1	YES1	9606.ENSP00000428056	9606.ENSP00000462468	0	0	0	0	0.056	0.330	0.500	0.184	0.707
PIK3R1	TYK2	9606.ENSP00000428056	9606.ENSP00000431885	0	0	0	0	0	0.093	0.650	0.178	0.716
PKM	SLC2A1	9606.ENSP00000320171	9606.ENSP00000416293	0	0	0	0	0.134	0	0	0.794	0.814
PLA2G1B	PLA2G7	9606.ENSP00000312286	9606.ENSP00000274793	0	0	0	0	0	0	0.650	0.579	0.846
PLA2G1B	PLA2G2A	9606.ENSP00000312286	9606.ENSP00000383364	0	0	0.105	0.834	0.042	0.292	0.500	0.189	0.709
PLA2G1B	PTGS2	9606.ENSP00000312286	9606.ENSP00000356438	0	0	0	0	0	0	0.650	0.312	0.748
PLA2G1B	PNLIP	9606.ENSP00000312286	9606.ENSP00000358223	0	0	0	0	0.405	0	0	0.621	0.764
PLA2G1B	PLA2G4A	9606.ENSP00000312286	9606.ENSP00000356436	0	0	0	0	0	0	0	0.814	0.814
PLA2G2A	PLA2G7	9606.ENSP00000383364	9606.ENSP00000274793	0	0	0	0	0.042	0	0.650	0.712	0.895
PLA2G2A	PLA2G4A	9606.ENSP00000383364	9606.ENSP00000356436	0	0	0	0	0.049	0	0	0.918	0.918
PLA2G2A	PTGS2	9606.ENSP00000383364	9606.ENSP00000356438	0	0	0	0	0	0	0.650	0.792	0.924
PLA2G4A	PLA2G7	9606.ENSP00000356436	9606.ENSP00000274793	0	0	0	0	0.056	0	0.650	0.624	0.864
PLA2G4A	PTGS2	9606.ENSP00000356436	9606.ENSP00000356438	0	0	0.363	0	0.214	0	0.650	0.812	0.962
PLA2G7	PON1	9606.ENSP00000274793	9606.ENSP00000222381	0	0	0	0	0	0	0.720	0.719	0.917
PLAU	SERPINE1	9606.ENSP00000361850	9606.ENSP00000223095	0	0	0	0	0.259	0.977	0.540	0.999	0.999
PLAU	PLG	9606.ENSP00000361850	9606.ENSP00000308938	0	0	0.105	0.738	0	0	0.900	0.893	0.989
PLAU	TNF	9606.ENSP00000361850	9606.ENSP00000398698	0	0	0	0	0.118	0.066	0	0.723	0.751
PLG	SERPINE1	9606.ENSP00000308938	9606.ENSP00000223095	0	0	0	0	0	0.294	0.400	0.977	0.989
PLG	VWF	9606.ENSP00000308938	9606.ENSP00000261405	0	0	0	0	0	0	0	0.798	0.798
PLK1	TOP2A	9606.ENSP00000300093	9606.ENSP00000411532	0	0	0	0	0.612	0.292	0	0.768	0.931
PNLIP	PNPLA2	9606.ENSP00000358223	9606.ENSP00000337701	0	0	0	0	0	0	0.900	0.581	0.956
PNPLA2	UCP1	9606.ENSP00000337701	9606.ENSP00000262999	0	0	0	0	0.058	0	0	0.770	0.774
PNPLA2	PPARG	9606.ENSP00000337701	9606.ENSP00000287820	0	0	0	0	0.047	0	0	0.768	0.769
PNPLA2	PPARA	9606.ENSP00000337701	9606.ENSP00000385523	0	0	0	0	0	0	0	0.768	0.768
PNPLA2	SREBF1	9606.ENSP00000337701	9606.ENSP00000348069	0	0	0	0	0.241	0	0	0.846	0.878
PON1	PON3	9606.ENSP00000222381	9606.ENSP00000265627	0	0	0.058	0.964	0.241	0.817	0.700	0.090	0.957
PPARA	SIRT1	9606.ENSP00000385523	9606.ENSP00000212015	0	0	0	0	0	0.345	0	0.862	0.906
PPARA	SLC10A2	9606.ENSP00000385523	9606.ENSP00000245312	0	0	0	0	0.055	0	0	0.751	0.754
PPARA	UCP1	9606.ENSP00000385523	9606.ENSP00000262999	0	0	0	0	0.067	0.081	0	0.913	0.919
PPARA	PPARD	9606.ENSP00000385523	9606.ENSP00000310928	0	0	0.047	0.964	0	0	0	0.887	0.887
PPARA	SREBF1	9606.ENSP00000385523	9606.ENSP00000348069	0	0	0	0	0	0	0	0.885	0.885
PPARA	SREBF2	9606.ENSP00000385523	9606.ENSP00000354476	0	0	0	0	0.050	0	0	0.820	0.822
PPARA	PTGS2	9606.ENSP00000385523	9606.ENSP00000356438	0	0	0	0	0.063	0	0	0.723	0.729
PPARA	SCD	9606.ENSP00000385523	9606.ENSP00000359380	0	0	0	0	0.042	0	0	0.766	0.766
PPARA	TRPV1	9606.ENSP00000385523	9606.ENSP00000459962	0	0	0	0	0.072	0	0	0.708	0.718
PPARA	TNF	9606.ENSP00000385523	9606.ENSP00000398698	0	0	0	0	0.088	0	0	0.800	0.810
PPARA	RXRA	9606.ENSP00000385523	9606.ENSP00000419692	0	0	0	0.689	0.084	0.840	0.900	0.986	0.999
PPARD	UCP1	9606.ENSP00000310928	9606.ENSP00000262999	0	0	0	0	0	0.051	0	0.741	0.744
PPARD	PPARG	9606.ENSP00000310928	9606.ENSP00000287820	0	0	0.049	0.958	0	0	0	0.713	0.715
PPARD	RXRA	9606.ENSP00000310928	9606.ENSP00000419692	0	0	0	0.699	0.049	0.761	0.900	0.838	0.995
PPARG	SIRT1	9606.ENSP00000287820	9606.ENSP00000212015	0	0	0	0	0	0.345	0.900	0.981	0.998
PPARG	SERPINE1	9606.ENSP00000287820	9606.ENSP00000223095	0	0	0	0	0.043	0.045	0	0.731	0.732
PPARG	UCP1	9606.ENSP00000287820	9606.ENSP00000262999	0	0	0	0	0.068	0.095	0	0.918	0.925
PPARG	PTGS2	9606.ENSP00000287820	9606.ENSP00000356438	0	0	0	0	0.063	0	0	0.729	0.735
PPARG	SRC	9606.ENSP00000287820	9606.ENSP00000362680	0	0	0	0	0.086	0.071	0	0.714	0.736
PPARG	TLR4	9606.ENSP00000287820	9606.ENSP00000363089	0	0	0	0	0.119	0.066	0	0.708	0.738
PPARG	SCD	9606.ENSP00000287820	9606.ENSP00000359380	0	0	0	0	0.082	0	0	0.735	0.746
PPARG	TNF	9606.ENSP00000287820	9606.ENSP00000398698	0	0	0	0	0.099	0	0	0.795	0.807
PPARG	RUNX2	9606.ENSP00000287820	9606.ENSP00000360493	0	0	0	0	0.103	0.071	0	0.860	0.873
PPARG	SREBF2	9606.ENSP00000287820	9606.ENSP00000354476	0	0	0	0	0	0	0.750	0.772	0.940
PPARG	SREBF1	9606.ENSP00000287820	9606.ENSP00000348069	0	0	0	0	0.043	0	0.750	0.933	0.982
PPARG	RELA	9606.ENSP00000287820	9606.ENSP00000384273	0	0	0	0	0.087	0.834	0.750	0.976	0.998
PPARG	RXRA	9606.ENSP00000287820	9606.ENSP00000419692	0	0	0	0.688	0.061	0.999	0.900	0.987	0.999
PRKCE	SPHK1	9606.ENSP00000306124	9606.ENSP00000313681	0	0	0	0	0	0	0.900	0.095	0.905
PRKCE	TRPV1	9606.ENSP00000306124	9606.ENSP00000459962	0	0	0	0	0.055	0	0.900	0.523	0.950
PRMT5	RELA	9606.ENSP00000319169	9606.ENSP00000384273	0	0	0	0	0.082	0.629	0	0.210	0.707
PRMT5	TET2	9606.ENSP00000319169	9606.ENSP00000442788	0	0	0	0	0	0	0	0.813	0.813
PTGDR	PTGDS	9606.ENSP00000303424	9606.ENSP00000360687	0	0	0	0	0.085	0.292	0	0.841	0.888
PTGDS	TTR	9606.ENSP00000360687	9606.ENSP00000237014	0	0	0	0	0.079	0	0	0.691	0.704
PTGDS	PTGES	9606.ENSP00000360687	9606.ENSP00000342385	0	0	0	0	0.087	0	0.900	0.608	0.961
PTGDS	PTGS2	9606.ENSP00000360687	9606.ENSP00000356438	0	0	0	0	0.044	0	0.900	0.479	0.945
PTGER2	PTGS2	9606.ENSP00000245457	9606.ENSP00000356438	0	0	0	0	0.097	0	0	0.694	0.712
PTGER2	PTGES	9606.ENSP00000245457	9606.ENSP00000342385	0	0	0	0	0.044	0	0	0.736	0.737
PTGER2	PTGER4	9606.ENSP00000245457	9606.ENSP00000302846	0	0	0	0.786	0.149	0	0.900	0.594	0.962
PTGER3	PTGES	9606.ENSP00000349003	9606.ENSP00000342385	0	0	0	0	0	0	0	0.749	0.749
PTGER3	PTGS2	9606.ENSP00000349003	9606.ENSP00000356438	0	0	0	0	0	0	0	0.802	0.802
PTGER4	SRC	9606.ENSP00000302846	9606.ENSP00000362680	0	0	0	0	0.055	0.510	0.500	0.391	0.840
PTGER4	PTGES	9606.ENSP00000302846	9606.ENSP00000342385	0	0	0	0	0	0	0	0.871	0.871
PTGER4	PTGS2	9606.ENSP00000302846	9606.ENSP00000356438	0	0	0	0	0.138	0	0	0.883	0.895
PTGES	PTGFR	9606.ENSP00000342385	9606.ENSP00000359793	0	0	0	0	0.043	0	0	0.713	0.713
PTGES	PTGS2	9606.ENSP00000342385	9606.ENSP00000356438	0	0	0	0	0.074	0	0.900	0.828	0.982
PTGIR	TBXA2R	9606.ENSP00000291294	9606.ENSP00000393333	0	0	0	0.689	0.127	0.651	0	0.472	0.825
PTGS2	SERPINE1	9606.ENSP00000356438	9606.ENSP00000223095	0	0	0	0	0.167	0	0	0.787	0.815
PTGS2	TLR2	9606.ENSP00000356438	9606.ENSP00000260010	0	0	0	0	0.150	0	0	0.725	0.756
PTGS2	VCAM1	9606.ENSP00000356438	9606.ENSP00000294728	0	0	0	0	0.053	0	0	0.755	0.758
PTGS2	XDH	9606.ENSP00000356438	9606.ENSP00000368727	0	0	0	0	0.043	0	0	0.704	0.704
PTGS2	RELA	9606.ENSP00000356438	9606.ENSP00000384273	0	0	0	0	0.061	0	0	0.731	0.737
PTGS2	SRC	9606.ENSP00000356438	9606.ENSP00000362680	0	0	0	0	0.055	0.203	0	0.729	0.778
PTGS2	TLR4	9606.ENSP00000356438	9606.ENSP00000363089	0	0	0	0	0.179	0	0	0.751	0.787
PTGS2	TNF	9606.ENSP00000356438	9606.ENSP00000398698	0	0	0	0	0.185	0	0	0.901	0.916
PTK2	VWF	9606.ENSP00000341189	9606.ENSP00000261405	0	0	0	0	0.054	0	0.650	0.274	0.738
PTK2	SPP1	9606.ENSP00000341189	9606.ENSP00000378517	0	0	0	0	0.086	0	0.650	0.474	0.817
PTK2	YES1	9606.ENSP00000341189	9606.ENSP00000462468	0	0	0	0.715	0.092	0.795	0	0.194	0.837
PTK2	SRC	9606.ENSP00000341189	9606.ENSP00000362680	0	0	0	0.728	0.072	0.929	0.900	0.987	0.999
PTPN1	TYK2	9606.ENSP00000360683	9606.ENSP00000431885	0	0	0	0	0.086	0.333	0.400	0.448	0.771
PTPN1	SRC	9606.ENSP00000360683	9606.ENSP00000362680	0	0	0	0	0.093	0.846	0.400	0.783	0.979
PTPN2	SRC	9606.ENSP00000311857	9606.ENSP00000362680	0	0	0	0	0.059	0.333	0	0.619	0.740
PTPN2	TYK2	9606.ENSP00000311857	9606.ENSP00000431885	0	0	0	0	0.087	0.097	0.900	0.499	0.953
RAC1	SRC	9606.ENSP00000348461	9606.ENSP00000362680	0	0	0	0	0.137	0.342	0.400	0.628	0.856
RAD52	TERT	9606.ENSP00000351284	9606.ENSP00000309572	0	0	0	0	0.056	0.565	0	0.486	0.770
RAD52	TOP1	9606.ENSP00000351284	9606.ENSP00000354522	0	0	0	0	0	0.296	0	0.706	0.784
RELA	TNFRSF1A	9606.ENSP00000384273	9606.ENSP00000162749	0	0	0	0	0.115	0	0	0.811	0.826
RELA	SIRT1	9606.ENSP00000384273	9606.ENSP00000212015	0	0	0	0	0.049	0.646	0.900	0.890	0.995
RELA	TLR2	9606.ENSP00000384273	9606.ENSP00000260010	0	0	0	0	0.088	0.125	0.900	0.521	0.956
RELA	SETD7	9606.ENSP00000384273	9606.ENSP00000274031	0	0	0	0	0.056	0.743	0	0.383	0.837
RELA	SIRT6	9606.ENSP00000384273	9606.ENSP00000337332	0	0	0	0	0.072	0.537	0	0.934	0.969
RELA	TLR4	9606.ENSP00000384273	9606.ENSP00000363089	0	0	0	0	0.068	0.125	0.900	0.639	0.966
RELA	TET2	9606.ENSP00000384273	9606.ENSP00000442788	0	0	0	0	0	0	0	0.702	0.702
RELA	RXRA	9606.ENSP00000384273	9606.ENSP00000419692	0	0	0	0	0.067	0.681	0	0.324	0.781
RELA	TNF	9606.ENSP00000384273	9606.ENSP00000398698	0	0	0	0	0.118	0.516	0.900	0.944	0.997
RORA	SREBF1	9606.ENSP00000261523	9606.ENSP00000348069	0	0	0	0	0	0	0.750	0.215	0.795
RORA	RORC	9606.ENSP00000261523	9606.ENSP00000327025	0	0	0.067	0.924	0.055	0	0.900	0.344	0.934
RUNX2	TNFRSF11B	9606.ENSP00000360493	9606.ENSP00000297350	0	0	0	0	0.057	0.070	0	0.729	0.742
RUNX2	SOST	9606.ENSP00000360493	9606.ENSP00000301691	0	0	0	0	0	0	0	0.775	0.775
RUNX2	SYK	9606.ENSP00000360493	9606.ENSP00000364898	0	0	0	0	0.076	0	0	0.694	0.706
RUNX2	SPP1	9606.ENSP00000360493	9606.ENSP00000378517	0	0	0	0	0	0	0	0.901	0.901
RXRA	SREBF1	9606.ENSP00000419692	9606.ENSP00000348069	0	0	0	0	0.098	0	0.500	0.508	0.759
SCD	SREBF1	9606.ENSP00000359380	9606.ENSP00000348069	0	0	0	0	0.184	0	0.750	0.891	0.976
SCD	SREBF2	9606.ENSP00000359380	9606.ENSP00000354476	0	0	0	0	0.141	0	0	0.724	0.753
SCN9A	TRPV1	9606.ENSP00000386306	9606.ENSP00000459962	0	0	0	0	0.042	0	0	0.769	0.769
SELE	VWF	9606.ENSP00000331736	9606.ENSP00000261405	0	0	0	0	0.152	0	0	0.781	0.806
SELE	SELP	9606.ENSP00000331736	9606.ENSP00000263686	0	0	0.080	0.911	0.210	0	0	0.921	0.937
SELE	VCAM1	9606.ENSP00000331736	9606.ENSP00000294728	0	0	0	0	0.179	0	0	0.976	0.979
SELE	TNF	9606.ENSP00000331736	9606.ENSP00000398698	0	0	0	0	0.128	0	0	0.860	0.872
SELP	VWF	9606.ENSP00000263686	9606.ENSP00000261405	0	0	0	0	0.341	0	0	0.999	0.999
SELP	TNF	9606.ENSP00000263686	9606.ENSP00000398698	0	0	0	0	0.113	0	0	0.720	0.741
SELP	TLR4	9606.ENSP00000263686	9606.ENSP00000363089	0	0	0	0	0.164	0.045	0	0.868	0.885
SELP	VCAM1	9606.ENSP00000263686	9606.ENSP00000294728	0	0	0	0	0.064	0	0	0.963	0.963
SERPINA6	TRPV1	9606.ENSP00000342850	9606.ENSP00000459962	0	0	0	0	0	0	0	0.720	0.720
SERPINA6	SHBG	9606.ENSP00000342850	9606.ENSP00000369816	0	0	0	0	0.073	0	0	0.952	0.953
SERPINE1	VCAM1	9606.ENSP00000223095	9606.ENSP00000294728	0	0	0	0	0.064	0	0	0.712	0.719
SERPINE1	TLR4	9606.ENSP00000223095	9606.ENSP00000363089	0	0	0	0	0.060	0	0	0.715	0.721
SERPINE1	TNF	9606.ENSP00000223095	9606.ENSP00000398698	0	0	0	0	0.042	0	0	0.763	0.764
SERPINE1	VWF	9606.ENSP00000223095	9606.ENSP00000261405	0	0	0	0	0.046	0	0	0.816	0.817
SETD7	SIRT1	9606.ENSP00000274031	9606.ENSP00000212015	0	0	0	0	0.047	0.332	0	0.805	0.865
SIGMAR1	TMEM97	9606.ENSP00000277010	9606.ENSP00000226230	0	0	0	0	0.131	0	0	0.937	0.943
SIGMAR1	SQLE	9606.ENSP00000277010	9606.ENSP00000265896	0	0	0	0	0.136	0.954	0	0.418	0.974
SIRT1	TNF	9606.ENSP00000212015	9606.ENSP00000398698	0	0	0	0	0	0	0	0.706	0.706
SIRT1	SREBF2	9606.ENSP00000212015	9606.ENSP00000354476	0	0	0	0	0	0.051	0	0.733	0.736
SIRT1	SIRT6	9606.ENSP00000212015	9606.ENSP00000337332	0	0	0.207	0.600	0.067	0	0	0.729	0.782
SIRT1	SREBF1	9606.ENSP00000212015	9606.ENSP00000348069	0	0	0	0	0.049	0.516	0	0.741	0.870
SLC18A2	SLC6A2	9606.ENSP00000496339	9606.ENSP00000219833	0	0	0	0	0.088	0.045	0	0.805	0.815
SLC18A2	SLC6A4	9606.ENSP00000496339	9606.ENSP00000261707	0	0	0	0	0.085	0	0	0.880	0.886
SLC18A2	SLC6A3	9606.ENSP00000496339	9606.ENSP00000270349	0	0	0	0	0.140	0.296	0	0.949	0.966
SLC18A2	SNCA	9606.ENSP00000496339	9606.ENSP00000500990	0	0	0	0	0.044	0	0.900	0.805	0.979
SLC22A12	SLC2A9	9606.ENSP00000366797	9606.ENSP00000264784	0	0	0	0	0.070	0.065	0	0.996	0.996
SLC22A12	XDH	9606.ENSP00000366797	9606.ENSP00000368727	0	0	0	0	0.062	0	0	0.720	0.726
SLC2A1	TNF	9606.ENSP00000416293	9606.ENSP00000398698	0	0	0	0	0	0	0	0.816	0.816
SLC47A1	SLCO2B1	9606.ENSP00000270570	9606.ENSP00000289575	0	0	0	0	0.061	0	0	0.741	0.746
SLC6A2	SNCA	9606.ENSP00000219833	9606.ENSP00000500990	0	0	0	0	0.058	0.535	0	0.600	0.809
SLC6A3	SNCA	9606.ENSP00000270349	9606.ENSP00000500990	0	0	0	0	0.058	0.829	0	0.980	0.996
SNCA	TTR	9606.ENSP00000500990	9606.ENSP00000237014	0	0	0	0	0.064	0	0.400	0.597	0.753
SNCA	TLR2	9606.ENSP00000500990	9606.ENSP00000260010	0	0	0	0	0.068	0.051	0	0.902	0.906
SNCA	TLR4	9606.ENSP00000500990	9606.ENSP00000363089	0	0	0	0	0.093	0.051	0	0.734	0.752
SOAT1	SOAT2	9606.ENSP00000356591	9606.ENSP00000301466	0	0	0.073	0.935	0	0	0.900	0.100	0.909
SPP1	VWF	9606.ENSP00000378517	9606.ENSP00000261405	0	0	0	0	0.086	0	0	0.798	0.807
SPP1	VCAM1	9606.ENSP00000378517	9606.ENSP00000294728	0	0	0	0	0.067	0	0	0.739	0.746
SQLE	TTR	9606.ENSP00000265896	9606.ENSP00000237014	0.057	0	0	0	0.109	0	0.673	0.105	0.721
SQLE	SREBF1	9606.ENSP00000265896	9606.ENSP00000348069	0	0	0	0	0.128	0	0.500	0.625	0.822
SQLE	SREBF2	9606.ENSP00000265896	9606.ENSP00000354476	0	0	0	0	0.217	0	0.500	0.746	0.892
SRC	TNFRSF1A	9606.ENSP00000362680	9606.ENSP00000162749	0	0	0	0	0.057	0.627	0	0.827	0.934
SRC	TLR3	9606.ENSP00000362680	9606.ENSP00000296795	0	0	0	0	0.056	0.335	0	0.642	0.755
SRC	TRPC6	9606.ENSP00000362680	9606.ENSP00000340913	0	0	0	0	0.055	0.317	0	0.602	0.720
SRC	TLR4	9606.ENSP00000362680	9606.ENSP00000363089	0	0	0	0	0.086	0.576	0	0.715	0.880
SRC	TNF	9606.ENSP00000362680	9606.ENSP00000398698	0	0	0	0	0.098	0.057	0	0.897	0.904
SRC	TRPV1	9606.ENSP00000362680	9606.ENSP00000459962	0	0	0	0	0	0.046	0.900	0.368	0.934
